comment,subjetivity,polarity
"Order a pizza at the end of the day, around 7:00 pm, and don't order anything else, there's no competitor, that's why he treats the customer so badly!The girls at the counter get rude and if you complain, they curse you ...The owner, with a frown, like someone who does you the favor of answering, cares little ...",0.55,-0.24375
"A Peruvian restaurant on the beach of Jatiuca, Maceiu00f3, however, that serves a tasty and special lobster. The menu, in general, is very good and the facilities are cozy. The frequency is very pleasant and I will definitely go again when I return to the city. Great.",0.6930612244897959,0.41006802721088437
"Very traditional in Palmas, the pamonharia Parau00edso has a very pleasant atmosphere. I really like the chicken broth, delicious! As for the mush, I noticed that there was a considerable reduction in size, that did not please the customers very much!",0.6907142857142857,0.2826190476190476
"For those who seek and like fried fish, Bambino is an indispensable visit. Dry and tasty fish, it is also served shrimp on the breath (I don't particularly eat, but those who eat approve). Simple and always full place, food takes between 30 and 45 minutes to be served. I recommend.",0.5480952380952381,0.16999999999999998
Varied and excellent food. Typical and very beautiful environment !! Perfect service! Cold beer. Aninha attended us in a charming way ud83dudc90ud83dudc90ud83dude18ud83dude18,0.9166666666666666,0.48888888888888893
Restaurant with a good meal and a satisfactory wine list.Good background music and trained waiters to provide good service.I recommend the Filu00e9 dish with gorgonzola sauce - I prepare it a little long but it's worth the wait. A good opportunity to taste a good wine while waiting.,0.48571428571428577,0.4089285714285714
"This house keeps stories, but its reform left a lot to be desired in acoustics. But the sandwich didn't lose its flavor. Excellent milk shake and has parking !!! Rarity in Sao Paulo! There is no time to receive sampa nightlife! It even has a vegetarian menu !!!",0.5,0.5
"I was at Ponto da Picanha before the renovation, the food remains excellent, very tasty, full dishes, friendly service. What was already good was even better, because now the place has been completely renovated, it is very beautiful, it has air conditioning and it is free of mosquitoes. Great!",0.6399999999999999,0.5625
"I was there on the 02 day holiday, in the late afternoon, the place is very pleasant, with live music, good service and delicious snacks, my son loved the au00e7au00ed bowl with strawberries.",0.75,0.5316161616161615
"The place has good options of dishes, all are very well served and tasty, for those who are on a diet it is not such a flashy option because they are a little greasy. The service is effective and fast even on busy days. The price is very striking for the quality, it is worth going.",0.52,0.20625
"It works like this: you arrive in a class of three and are well attended by someone who understands to be the owner. He smiles, takes the order and says that the next table is his. OK. It is the established model anywhere. Five minutes pass, a group of four regulars arrive, hug the owner, go to the kitchen door, talk, laugh and go upstairs to lunch. Row? Wait? For what? They are friends of the owner. So support the restaurant. I went to another.",0.19999999999999998,0.26666666666666666
"This pizza is very good !!! it is worth ordering with stuffed edge, because it is with catupiry cheese ... The price is compatible ... there are pizzas for 4 people from 48 reais",0.44000000000000006,0.65
"Restaurant located in Pelourinho, near the Church of Su00e3o Francisco, on top of Banco do Brasil, offers buffet with starters, hot dishes and dessert at the price of R $ 95.00 per person (March 2018). It also presents a folkloric show.",0.4375,0.2375
"Nothing incredible but on average it is good, good variety of oriental dishes, good quality, good service, clean environment",0.6285714285714287,0.5595238095238095
"Good food, honest prices, wine options with good cost.Great service.Very pleasant climate.",0.7666666666666667,0.6833333333333332
"It is a great option for those who like meat. The atmosphere is wonderful, the service is great and the food is excellent. We were very pleased with everything on site. The meat came as we ordered and the accompanying portion served two people well. The price is reasonable. I highly recommend it.",0.8057142857142857,0.6585714285714286
We went to celebrate my husband's birthday and the service was excellent .... everything was perfect !!!!,1.0,1.0
"As always, Vermelho Grill is an excellent option for those who enjoy good meat. The atmosphere is rustic and very pleasant, the waiters offer good service, the wine list is good as well as the beer options. It is worth trying for those who do not know.",0.6285714285714287,0.679047619047619
"9 cozy environment, safe space for children to play. Good food and helpful serviceGood parking, as it is located in a mallI hope to come back more often",0.47000000000000003,0.3
"For those who like natural juices, sandwiches and a beautiful au00e7au00ed this is a good place. I just think it's a little expensive depending on the order.",0.64,0.19249999999999998
"The service is of excellent quality, very attentive waiters!Delicious pizza, especially zucchini (Braz)!",1.0,0.5066666666666667
"I ordered an open sfiha of mozzarella with escarole, it was very tasty, it was about 5 reais and it came bigger than I expected !!",0.42500000000000004,0.010937500000000003
It is an interesting restaurant: the food is very good. Sophisticated but not regular. I've had unforgettable dinners and only reasonable food thereThe service needs to improve mainly inside the house. Confused waiters who cannot explain drinks or food.For what it proposes: sophisticated food and high price- needs to improve well,0.6845687645687646,0.30333333333333334
"Concert hall that works only on Mondays, known for being the u201csecond most lively in the worldu201d. The atmosphere is very pleasant with beautiful decor. All the waiters dress in character and served us very well. The music plays all night with priority for forru00f3 pu00e9 de serra. I enjoyed meeting!",0.7142857142857143,0.4663852813852814
"The restaurant is hosting the Seafood Festival. The facilities are simple (paper towel), but the atmosphere is pleasant and the service is very attentive and helpful. The buffet is reasonable, highlighting the paella which was tasty. Skewers with Mecca fish and Pistol Shrimp are served directly on the table. Worth it! The cost-benefit ratio is good.",0.5748299319727891,0.37547619047619046
"I just ate a Maitre-style fish. It was wonderful. Only detail, the cook forgot the lobster that accompanies the dish. Still, the dish is great and the price is excellent.",0.9375,0.7
"Very nice place with first class cuisine, beautiful environment and dishes with great prices and very well served.",0.6766666666666665,0.576
Simply the best ice cream gives my life. The pistachio is wonderful. Worth the price they charge.,0.4392857142857143,0.575
"Restaurant very well installed and decorated, with efficient reception, perfect air conditioning. We had a half hour wait due to demand, but after choosing the meal, we were served in 10 minutes. We dined (couple) a Terra Brasilis shrimp, water and a glass of white wine. Total cost R $ 106.70 serving two people well.",0.43194444444444446,0.15138888888888888
I love the meat Kebab Durum! Whenever I can I felt the edge and I appreciate one together with a very cold bottle of Coca Cola that guarantees a good meal! There are days I want to eat and only chicken: o (,0.8583333333333334,0.028333333333333332
"a good place to have coffee in the olimpia village region, good service and hot drinks options, in addition to having good options for sweets and snacks.",0.6625000000000001,0.5874999999999999
"Abusive price to what is offered. Portion well served for one person, but nothing unusual, despite being signed by a chef.Brigadier spoon 16.00 but it is very big and tasty, not worth the value!Ana Restaurante wins in a rush.",0.3575,0.0875
"I was with my family at Coco Bambu near Beira Mar in Fortaleza and ordered a dish that always like in Su00e3o Paulo and without exception always comes out wonderful. But on this visit the Beira Mar branch was very disappointed with the dish. First the quantity of Cameroon was extremely reduced, and with that what came was potato straw and rice that was dry. I complained to the waiter who agreed with the criticism, and told me that the Maitre d 'would come to the table, which I am waiting for so far. Summary, lousy dish and no attitude from the house staff. Unfortunate. The bill was over R $ 270.00.",0.7008333333333334,-0.10166666666666666
"Great quality self service.Central.Varied food, from regional to seafood, but with a certain sophistication.",0.6607142857142857,0.5071428571428571
"There was a misconception, and correcting my assessment, that it was wrongly placed for Pizzaria 1900 in R.G. From north. Corrected thus: It was for the 1st. time we went to dinner at Pizzaria 1900 in Tatuapu00e9. We were in a group of 15 adults. We believed it was the same pattern as the Vila Mariana Headquarters (State of Israel), but it was not what we found. As we like it, my wife and I, for raw garlic pizza, we always order Transylvania, which at V. Mariana is spicy. Here in Tatuapu00e9, there was no garlic, and it was not the same. Other people in the group ordered other flavors, such as calabreza, shimeji, victorian and brocolis. The service was good, but at the time of the bill, we paid and soon the waiter came saying that there was a mistake and we had to charge some drinks and service fee, which we had already authorized to charge. When you receive the bill, still printed by computer, you believe that everything is fine. Anyway, the error was legitimate. We still prefer 1900 from Vila Mariana.",0.44017094017094016,0.01509971509971509
"This steakhouse was a great option!And very pleasant, the service and impeccable staff are attentive and helpful.The varied and tasty buffet!And the songs that are played on the piano are tops the pianist and talented, eclectic! I'll be back there for sure.I recommend everyone in Jou00e3o Pessoa to go to the Sal e Brasa steakhouse, it's worth checking out!",0.6285714285714284,0.5933333333333334
"It is very sad that people are polarized by politicking, because the bar is excellent and the food is wonderful. Anyone who gives a negative vote here, can be SURE, is a lefthand bum who wants to make fun of Trutis.",0.6555555555555556,0.2928571428571428
"The food is simple, but good. The price for that is not quite fair, but it is worth a visit now and then. There is a kids space, good for kids. The service is slow and, when the house is a little full, it is better to avoid it, because the team heads to get organized.",0.5007936507936508,0.3069444444444444
"Local with a very traditional atmosphere of BH bars and restaurants. But chef Oseas is a figure, super friendly and pleasant. And the dishes we ate at the circuit were great and well served.",0.6430555555555556,0.37361111111111106
"Nice place, well frequented and with a well provided service. The service exceeded expectations and is a differential of the place. I would certainly go back and recommend it to my friends.",0.5,0.3
"All the dishes I've ever eaten were delicious, the atmosphere of Severyna in Glu00f3ria is very pleasant and the service is good, there is another Severyna in Laranjeiras but this one has never been, I always order the tidy dish that says to feed two people, but feed three and all eating very well. The price of this dish is around R $ 48.00, just to get an idea of u200bu200bthe cost-benefit. As the restaurant does not have its own Delivery, delivery is outsourced and requested by the diskcook delivery to my home in 30 min. there is no excuse for not going there or asking at home.",0.6785714285714286,0.5826190476190477
"Steakhouse should be a place of joy.So imagine how bad a steakhouse has to be to frustrate the same customer over and over over the years. Except for meats, the food is sour.But what made me decide that I would not return to Master Grill was the recurrence of pettiness episodes:- Once they made a friend pay the price only meat because they thought there was a lot of barbecue on top of beans and rice;- On another occasion, they refused to correct an absurd value in the command, claiming that I should have noticed at the time of weighing.Stay away from this place. Note that I'm not the only one to rate it with a star.",0.7152777777777777,-0.11666666666666664
"The sandwiches we ordered are delicious (supimpa and barbecue pacaembu00fa) and the fries too. I ordered a wonderful orange juice with berries! I found the prices a little high, but it was worth it. We were very well attended and the place is very friendly.",0.5842857142857143,0.4228571428571429
"Ristorantino has delicious food! The starters are great, as well as the main course! Everything very well prepared! The unmissable desserts! The service was impeccable! Note 10 with praise! Let's go back! Valet parking!",0.5222222222222223,0.5534722222222223
"The highlight of the restaurant is the service. In addition, the environment, the quality of the food, the price leave much to be desired. One of the worst restaurants I have ever been to.",0.6,-0.4
They just need to improve the quality of the iguries they offer and put some more qualified waiters in attendance.,0.5,0.5
"Clean, organized environment and great variety of flavors.Very good service!I recommend coffee with a negrinho and a dark chocolate croason.",0.6125,0.4291666666666667
Great service and great food! It is very worth knowing! Quick dishes and cool prices.,0.5559999999999999,0.5941666666666667
"Comfortable and pleasant environment, with great sweet and savory options, really delicious.Great option for any time of the day.",0.6733333333333333,0.4966666666666667
"First of all the restaurant is beautiful, the service extremely kind by all, and the food is amazing !!",0.7833333333333333,0.659375
"After a long time I returned to Don Camillo restaurant with a group of friends and I really liked it.In addition to great food, a pleasant atmosphere with musicians roaming the tables.I ate a delicious crayfish pasta!It was worth returning!",0.6694444444444444,0.576388888888889
"A charming little cafe, whose friendly owner prepares churros in two ways, freshly fried, served fresh, crunchy and with delicious chocolate syrup or dulce de leche. It also serves a special hotdog with parma ham!",0.6530612244897959,0.4191326530612245
"La Positano strictly follows the BBB maxim - good, beautiful and cheap!The service is very good and the food is the same!For R $ 40.70 (service fee already included) it is possible to eat with the right to soda and dessert. Each day they offer 2 dish options in this system.The last time I went, on a Thursday, I opted against w / talharini with white sauce and chocolate mousse as a dessert. I recommend!Accept electronic ticket / meal voucher.",0.5689115646258504,0.39224489795918366
"The restaurant is very well located, the food is excellent and I have always received good service on site. A highlight for the quick delivery of the dishes that becomes essential at lunch time.",0.54,0.44666666666666666
"I saw the reviews on this pizzeria and decided to take a chance, I found the pizza excellent, in fact, since I didn't eat such a good pizza.",0.7000000000000001,0.5666666666666667
